id,ACTION
10572,0.972
10573,0.987
10574,1
10575,1
10576,1
10577,0.985
10578,0.999
10579,1
10580,1
10581,0.977
10582,0.992
10583,0.977
10584,0.999
10585,0.999
10586,0.979
10587,0.952
10588,1
10589,0.999
10590,0.906
10591,1
10592,1
10593,1
10594,1
10595,1
10596,1
10597,0.971
10598,1
10599,1
10600,1
10601,1
10602,0.998
10603,0.964
10604,0.992
10605,1
10606,0.965
10607,0.996
10608,0.664
10609,0.999
10610,1
10611,1
10612,0.563
10613,1
10614,0.992
10615,0.994
10616,0.998
10617,0.987
10618,1
10619,0.957
10620,0.992
10621,1
10622,0.573
10623,0.98
10624,0.996
10625,0.993
10626,1
10627,1
10628,1
10629,0.597
10630,0.992
10631,1
10632,1
10633,0.936
10634,0.999
10635,1
10636,0.802
10637,1
10638,1
10639,1
10640,0.964
10641,1
10642,1
10643,0.999
10644,1
10645,0.996
10646,0.745
10647,1
10648,0.999
10649,1
10650,1
10651,1
10652,1
10653,0.975
10654,0.997
10655,1
10656,1
10657,1
10658,1
10659,1
10660,0.056
10661,0.994
10662,0.989
10663,1
10664,1
10665,1
10666,1
10667,1
10668,1
10669,1
10670,0.999
10671,1
10672,1
10673,1
10674,0.999
10675,0.795
10676,1
10677,1
10678,1
10679,0.999
10680,1
10681,0.996
10682,1
10683,1
10684,1
10685,0.994
10686,1
10687,1
10688,1
10689,0.014
10690,0.994
10691,0.999
10692,1
10693,1
10694,0.999
10695,0.999
10696,0.962
10697,0.998
10698,1
10699,0.539
10700,1
10701,1
10702,1
10703,1
10704,0.998
10705,1
10706,1
10707,1
10708,1
10709,1
10710,1
10711,1
10712,1
10713,1
10714,0.9
10715,1
10716,0.893
10717,1
10718,0.999
10719,1
10720,0.981
10721,0.997
10722,0.998
10723,1
10724,0.999
10725,1
10726,0.999
10727,1
10728,0.998
10729,1
10730,1
10731,1
10732,0.988
10733,0.999
10734,1
10735,1
10736,1
10737,1
10738,0.999
10739,1
10740,1
10741,1
10742,0.999
10743,0.999
10744,1
10745,1
10746,0.943
10747,1
10748,1
10749,1
10750,1
10751,1
10752,1
10753,1
10754,0.999
10755,1
10756,1
10757,0.952
10758,1
10759,1
10760,0.997
10761,0.996
10762,0.485
10763,1
10764,0.998
10765,1
10766,1
10767,1
10768,1
10769,1
10770,1
10771,0.998
10772,1
10773,0.943
10774,0.805
10775,1
10776,1
10777,1
10778,1
10779,0.524
10780,1
10781,1
10782,0.968
10783,0.997
10784,0.986
10785,0.999
10786,0.894
10787,1
10788,1
10789,0.318
10790,0.999
10791,0.997
10792,1
10793,1
10794,1
10795,1
10796,1
10797,0.977
10798,0.929
10799,1
10800,0.987
10801,1
10802,1
10803,0.998
10804,1
10805,1
10806,0.833
10807,0.842
10808,0.989
10809,0.999
10810,1
10811,0.863
10812,1
10813,1
10814,1
10815,0.961
10816,1
10817,1
10818,0.952
10819,1
10820,0.996
10821,0.994
10822,0.962
10823,0.998
10824,0.97
10825,1
10826,1
10827,0.999
10828,0.999
10829,1
10830,1
10831,0.989
10832,0.999
10833,1
10834,0.983
10835,0.961
10836,1
10837,0.838
10838,0.995
10839,1
10840,1
10841,1
10842,0.942
10843,1
10844,1
10845,0.999
10846,1
10847,1
10848,1
10849,1
10850,0.997
10851,0.629
10852,1
10853,0.936
10854,1
10855,0.997
10856,1
10857,1
10858,0.998
10859,1
10860,0.988
10861,1
10862,1
10863,1
10864,1
10865,1
10866,0.965
10867,0.999
10868,1
10869,0.859
10870,0.98
10871,1
10872,0.997
10873,1
10874,0.999
10875,0.999
10876,1
10877,1
10878,1
10879,0.99
10880,1
10881,0.982
10882,0.984
10883,0.993
10884,1
10885,0.926
10886,1
10887,1
10888,0.558
10889,0.999
10890,1
10891,1
10892,0.999
10893,1
10894,1
10895,0.983
10896,0.979
10897,0.955
10898,1
10899,1
10900,1
10901,1
10902,0.99
10903,0.973
10904,0.999
10905,0.998
10906,0.657
10907,0.999
10908,0.999
10909,1
10910,0.844
10911,1
10912,0.97
10913,1
10914,1
10915,1
10916,0.999
10917,1
10918,1
10919,1
10920,1
10921,1
10922,0.472
10923,1
10924,1
10925,0.998
10926,0.999
10927,1
10928,0.998
10929,0.943
10930,0.999
10931,1
10932,1
10933,0.979
10934,1
10935,1
10936,0.999
10937,0.989
10938,0.997
10939,0.997
10940,1
10941,1
10942,1
10943,1
10944,1
10945,0.999
10946,1
10947,1
10948,0.911
10949,1
10950,1
10951,1
10952,1
10953,1
10954,1
10955,1
10956,1
10957,1
10958,0.999
10959,1
10960,1
10961,0.421
10962,0.999
10963,1
10964,0.999
10965,1
10966,1
10967,1
10968,1
10969,1
10970,1
10971,0.975
10972,1
10973,0.997
10974,1
10975,1
10976,0.999
10977,1
10978,1
10979,0.822
10980,1
10981,0.983
10982,0.941
10983,0.997
10984,0.998
10985,1
10986,0.999
10987,0.998
10988,0.929
10989,1
10990,1
10991,0.996
10992,1
10993,0.999
10994,0.999
10995,1
10996,0.547
10997,0.999
10998,0.384
10999,1
11000,0.999
11001,0.983
11002,0.999
11003,0.354
11004,0.951
11005,1
11006,0.997
11007,1
11008,0.99
11009,1
11010,0.998
11011,0.754
11012,1
11013,0.999
11014,0.99
11015,1
11016,0.987
11017,0.43
11018,0.874
11019,0.996
11020,1
11021,0.991
11022,1
11023,0.999
11024,0.537
11025,1
11026,1
11027,1
11028,0.998
11029,1
11030,1
11031,0.995
11032,0.998
11033,0.994
11034,0.999
11035,1
11036,0.715
11037,1
11038,1
11039,1
11040,0.998
11041,1
11042,0.997
11043,1
11044,0.999
11045,1
11046,0.999
11047,0.351
11048,1
11049,1
11050,0.99
11051,0.983
11052,0.981
11053,0.998
11054,0.999
11055,0.999
11056,0.996
11057,0.995
11058,0.997
11059,0.894
11060,1
11061,0.998
11062,0.984
11063,1
11064,0.985
11065,1
11066,1
11067,1
11068,1
11069,0.635
11070,1
11071,0.884
11072,1
11073,1
11074,0.995
11075,0.999
11076,0.999
11077,0.974
11078,1
11079,0.608
11080,1
11081,1
11082,1
11083,0.991
11084,1
11085,0.997
11086,1
11087,1
11088,1
11089,1
11090,1
11091,0.988
11092,1
11093,0.997
11094,0.998
11095,0.788
11096,1
11097,1
11098,0.999
11099,0.989
11100,0.967
11101,1
11102,1
11103,1
11104,0.984
11105,0.923
11106,0.997
11107,0.999
11108,1
11109,0.915
11110,1
11111,1
11112,1
11113,1
11114,0.665
11115,1
11116,0.403
11117,1
11118,0.997
11119,1
11120,0.96
11121,0.997
11122,1
11123,1
11124,0.997
11125,1
11126,1
11127,0.86
11128,0.937
11129,0.999
11130,0.95
11131,0.992
11132,0.998
11133,0.999
11134,1
11135,1
11136,0.288
11137,1
11138,0.951
11139,0.202
11140,0.989
11141,1
11142,0.919
11143,1
11144,1
11145,0.86
11146,1
11147,1
11148,1
11149,0.999
11150,0.996
11151,1
11152,0.883
11153,0.995
11154,1
11155,0.999
11156,0.973
11157,0.794
11158,1
11159,0.192
11160,0.975
11161,0.993
11162,0.086
11163,0.974
11164,0.958
11165,0.938
11166,1
11167,1
11168,0.992
11169,1
11170,1
11171,1
11172,0.982
11173,0.777
11174,0.965
11175,0.996
11176,1
11177,1
11178,0.983
11179,1
11180,1
11181,0.944
11182,0.998
11183,1
11184,1
11185,0.999
11186,1
11187,1
11188,0.996
11189,0.962
11190,1
11191,0.998
11192,0.999
11193,1
11194,0.664
11195,1
11196,0.985
11197,0.997
11198,1
11199,1
11200,0.992
11201,0.931
11202,0.999
11203,0.997
11204,0.854
11205,1
11206,1
11207,1
11208,1
11209,1
11210,0.936
11211,1
11212,0.998
11213,1
11214,1
11215,0.987
11216,0.996
11217,0.916
11218,0.984
11219,1
11220,0.998
11221,1
11222,0.892
11223,1
11224,0.977
11225,0.962
11226,0.999
11227,1
11228,0.999
11229,1
11230,1
11231,1
11232,1
11233,0.998
11234,1
11235,1
11236,1
11237,1
11238,0.995
11239,0.998
11240,0.894
11241,0.995
11242,1
11243,0.894
11244,0.997
11245,1
11246,0.996
11247,0.997
11248,1
11249,1
11250,1
11251,1
11252,1
11253,1
11254,1
11255,0.871
11256,1
11257,0.977
11258,0.976
11259,0.993
11260,1
11261,0.999
11262,1
11263,0.999
11264,1
11265,0.997
11266,1
11267,0.999
11268,1
11269,0.999
11270,1
11271,1
11272,0.997
11273,1
11274,1
11275,0.258
11276,1
11277,0.996
11278,0.023
11279,0.993
11280,0.986
11281,0.993
11282,1
11283,0.842
11284,1
11285,0.967
11286,0.985
11287,1
11288,0.995
11289,1
11290,0.973
11291,0.997
11292,0.995
11293,0.999
11294,0.943
11295,1
11296,1
11297,0.999
11298,0.752
11299,1
11300,1
11301,0.978
11302,0.774
11303,1
11304,0.997
11305,0.996
11306,1
11307,1
11308,1
11309,1
11310,0.942
11311,1
11312,1
11313,1
11314,0.999
11315,0.979
11316,0.999
11317,1
11318,1
11319,1
11320,0.922
11321,0.982
11322,0.998
11323,0.971
11324,0.999
11325,0.999
11326,0.062
11327,1
11328,1
11329,0.945
11330,1
11331,1
11332,1
11333,1
11334,0.999
11335,0.998
11336,0.999
11337,0.998
11338,1
11339,0.984
11340,1
11341,0.979
11342,1
11343,1
11344,1
11345,1
11346,0.999
11347,0.999
11348,1
11349,1
11350,1
11351,1
11352,1
11353,0.954
11354,0.666
11355,1
11356,0.999
11357,1
11358,1
11359,1
11360,1
11361,1
11362,1
11363,1
11364,1
11365,1
11366,0.992
11367,0.999
11368,0.998
11369,0.998
11370,1
11371,0.999
11372,0.822
11373,1
11374,1
11375,1
11376,0.857
11377,0.991
11378,0.996
11379,1
11380,0.991
11381,0.999
11382,0.999
11383,1
11384,0.551
11385,1
11386,0.897
11387,0.404
11388,0.997
11389,0.989
11390,1
11391,1
11392,0.984
11393,1
11394,1
11395,0.999
11396,1
11397,1
11398,1
11399,1
11400,1
11401,0.969
11402,0.994
11403,0.999
11404,1
11405,0.996
11406,0.999
11407,1
11408,0.995
11409,0.612
11410,0.999
11411,0.984
11412,1
11413,1
11414,0.966
11415,1
11416,0.999
11417,1
11418,0.993
11419,0.86
11420,1
11421,0.993
11422,1
11423,1
11424,1
11425,0.995
11426,1
11427,0.989
11428,1
11429,0.971
11430,0.999
11431,0.965
11432,0.899
11433,0.999
11434,0.742
11435,1
11436,0.86
11437,1
11438,1
11439,1
11440,1
11441,0.999
11442,0.983
11443,1
11444,1
11445,1
11446,0.891
11447,0.999
11448,0.986
11449,1
11450,1
11451,1
11452,0.984
11453,0.903
11454,1
11455,0.919
11456,0.605
11457,1
11458,1
11459,0.999
11460,0.998
11461,0.999
11462,0.958
11463,1
11464,1
11465,1
11466,1
11467,0.986
11468,1
11469,1
11470,1
11471,1
11472,0.99
11473,0.999
11474,1
11475,0.999
11476,0.997
11477,0.97
11478,1
11479,0.967
11480,1
11481,1
11482,1
11483,1
11484,0.996
11485,0.801
11486,1
11487,1
11488,0.998
11489,1
11490,0.916
11491,0.982
11492,0.998
11493,1
11494,1
11495,1
11496,0.999
11497,1
11498,0.999
11499,1
11500,1
11501,0.357
11502,0.812
11503,0.989
11504,1
11505,0.996
11506,0.999
11507,0.505
11508,0.997
11509,1
11510,0.745
11511,1
11512,0.999
11513,0.951
11514,0.999
11515,0.993
11516,1
11517,0.999
11518,0.607
11519,1
11520,1
11521,0.996
11522,1
11523,1
11524,1
11525,1
11526,0.874
11527,0.999
11528,1
11529,1
11530,0.981
11531,1
11532,1
11533,1
11534,0.998
11535,0.999
11536,1
11537,0.998
11538,1
11539,0.999
11540,0.997
11541,1
11542,0.998
11543,0.998
11544,0.996
11545,0.989
11546,0.95
11547,1
11548,0.997
11549,1
11550,0.994
11551,0.995
11552,1
11553,0.999
11554,0.999
11555,1
11556,1
11557,0.999
11558,0.952
11559,1
11560,1
11561,0.996
11562,1
11563,1
11564,1
11565,0.998
11566,0.998
11567,0.999
11568,1
11569,1
11570,1
11571,1
11572,0.987
11573,1
11574,1
11575,0.992
11576,1
11577,1
11578,1
11579,0.996
11580,1
11581,0.994
11582,1
11583,0.999
11584,0.955
11585,1
11586,1
11587,1
11588,1
11589,1
11590,0.99
11591,0.866
11592,1
11593,0.999
11594,0.978
11595,0.999
11596,0.997
11597,1
11598,0.997
11599,0.974
11600,1
11601,0.876
11602,1
11603,1
11604,1
11605,1
11606,1
11607,0.998
11608,1
11609,1
11610,0.893
11611,0.997
11612,1
11613,1
11614,1
11615,0.994
11616,1
11617,0.741
11618,0.993
11619,1
11620,1
11621,1
11622,1
11623,0.939
11624,1
11625,1
11626,1
11627,1
11628,1
11629,1
11630,1
11631,0.992
11632,0.959
11633,0.999
11634,1
11635,0.999
11636,0.562
11637,1
11638,0.992
11639,0.051
11640,0.924
11641,1
11642,1
11643,0.997
11644,1
11645,1
11646,1
11647,1
11648,0.999
11649,0.997
11650,1
11651,0.883
11652,1
11653,0.997
11654,0.986
11655,1
11656,1
11657,0.999
11658,1
11659,1
11660,1
11661,0.954
11662,0.963
11663,1
11664,1
11665,0.999
11666,0.908
11667,0.999
11668,0.96
11669,0.964
11670,1
11671,1
11672,1
11673,1
11674,0.998
11675,1
11676,1
11677,1
11678,1
11679,0.974
11680,0.976
11681,0.998
11682,1
11683,1
11684,0.968
11685,0.867
11686,0.996
11687,0.592
11688,1
11689,0.989
11690,0.957
11691,0.988
11692,1
11693,0.999
11694,1
11695,1
11696,1
11697,0.595
11698,0.975
11699,1
11700,0.989
11701,1
11702,0.997
11703,1
11704,1
11705,1
11706,0.713
11707,0.998
11708,0.999
11709,0.986
11710,1
11711,1
11712,1
11713,0.857
11714,1
11715,1
11716,0.997
11717,0.997
11718,0.999
11719,0.783
11720,0.97
11721,0.974
11722,0.957
11723,0.999
11724,0.997
11725,0.995
11726,1
11727,0.998
11728,1
11729,0.999
11730,0.813
11731,1
11732,1
11733,1
11734,1
11735,0.605
11736,0.654
11737,0.999
11738,0.995
11739,1
11740,1
11741,1
11742,1
11743,0.78
11744,0.689
11745,0.977
11746,1
11747,1
11748,0.999
11749,1
11750,0.973
11751,0.949
11752,0.997
11753,0.995
11754,0.996
11755,1
11756,0.999
11757,0.999
11758,0.926
11759,1
11760,1
11761,0.999
11762,1
11763,1
11764,0.375
11765,1
11766,1
11767,0.997
11768,0.999
11769,0.983
11770,1
11771,1
11772,0.909
11773,0.999
11774,1
11775,0.837
11776,0.979
11777,0.988
11778,0.999
11779,0.999
11780,0.965
11781,1
11782,0.997
11783,0.928
11784,0.103
11785,1
11786,0.999
11787,0.943
11788,0.907
11789,0.999
11790,1
11791,0.111
11792,0.994
11793,1
11794,1
11795,1
11796,1
11797,1
11798,0.708
11799,1
11800,0.813
11801,0.982
11802,0.981
11803,1
11804,0.999
11805,1
11806,0.986
11807,1
11808,1
11809,0.999
11810,1
11811,1
11812,0.973
11813,0.992
11814,0.662
11815,0.691
11816,0.999
11817,1
11818,0.983
11819,0.985
11820,1
11821,0.999
11822,1
11823,0.998
11824,1
11825,0.997
11826,1
11827,0.997
11828,1
11829,1
11830,1
11831,1
11832,0.991
11833,0.962
11834,1
11835,0.998
11836,1
11837,1
11838,0.999
11839,1
11840,0.999
11841,0.969
11842,0.268
11843,0.719
11844,0.998
11845,1
11846,1
11847,0.916
11848,1
11849,1
11850,0.13
11851,1
11852,1
11853,1
11854,0.997
11855,1
11856,0.999
11857,1
11858,1
11859,1
11860,0.234
11861,1
11862,0.993
11863,0.999
11864,0.998
11865,1
11866,1
11867,1
11868,0.999
11869,1
11870,0.991
11871,0.988
11872,1
11873,1
11874,0.892
11875,1
11876,1
11877,1
11878,1
11879,1
11880,0.99
11881,0.997
11882,0.999
11883,1
11884,1
11885,1
11886,0.971
11887,1
11888,0.998
11889,1
11890,0.934
11891,1
11892,1
11893,0.998
11894,0.998
11895,0.999
11896,0.945
11897,0.999
11898,1
11899,1
11900,0.999
11901,0.997
11902,0.999
11903,0.448
11904,0.999
11905,0.999
11906,0.999
11907,1
11908,1
11909,1
11910,0.999
11911,0.99
11912,1
11913,1
11914,1
11915,1
11916,0.998
11917,0.998
11918,1
11919,0.999
11920,1
11921,0.823
11922,0.592
11923,1
11924,1
11925,0.992
11926,1
11927,0.996
11928,1
11929,1
11930,0.99
11931,0.885
11932,1
11933,0.952
11934,0.999
11935,0.999
11936,0.882
11937,1
11938,0.994
11939,1
11940,1
11941,1
11942,1
11943,1
11944,0.995
11945,1
11946,0.998
11947,1
11948,1
11949,1
11950,0.986
11951,0.833
11952,1
11953,0.999
11954,1
11955,1
11956,1
11957,0.999
11958,1
11959,1
11960,1
11961,1
11962,1
11963,0.999
11964,0.102
11965,0.999
11966,0.499
11967,1
11968,0.984
11969,1
11970,1
11971,1
11972,0.966
11973,1
11974,0.999
11975,1
11976,1
11977,1
11978,0.999
11979,1
11980,1
11981,1
11982,1
11983,0.987
11984,1
11985,0.984
11986,0.999
11987,1
11988,0.992
11989,1
11990,1
11991,1
11992,0.999
11993,0.86
11994,1
11995,0.843
11996,0.999
11997,0.999
11998,1
11999,1
12000,0.314
12001,1
12002,1
12003,0.996
12004,0.999
12005,0.999
12006,1
12007,1
12008,0.987
12009,1
12010,1
12011,1
12012,1
12013,1
12014,0.275
12015,1
12016,1
12017,1
12018,1
12019,1
12020,0.971
12021,1
12022,0.998
12023,0.872
12024,1
12025,0.999
12026,1
12027,1
12028,1
12029,1
12030,1
12031,1
12032,1
12033,1
12034,1
12035,0.789
12036,0.894
12037,1
12038,1
12039,0.999
12040,1
12041,1
12042,0.998
12043,1
12044,1
12045,0.997
12046,1
12047,0.976
12048,1
12049,1
12050,1
12051,0.993
12052,1
12053,0.999
12054,1
12055,1
12056,1
12057,1
12058,0.999
12059,0.999
12060,0.999
12061,1
12062,1
12063,1
12064,1
12065,1
12066,0.998
12067,0.88
12068,1
12069,0.993
12070,1
12071,0.999
12072,1
12073,0.999
12074,0.996
12075,0.955
12076,0.996
12077,1
12078,1
12079,0.993
12080,0.993
12081,1
12082,1
12083,0.998
12084,0.024
12085,1
12086,0.999
12087,1
12088,0.34
12089,0.822
12090,0.998
12091,0.999
12092,1
12093,0.957
12094,0.217
12095,0.734
12096,1
12097,1
12098,0.999
12099,1
12100,0.421
12101,1
12102,1
12103,1
12104,1
12105,1
12106,0.996
12107,0.754
12108,0.996
12109,1
12110,1
12111,0.999
12112,1
12113,1
12114,0.998
12115,0.985
12116,1
12117,1
12118,0.999
12119,0.281
12120,1
12121,0.118
12122,0.999
12123,0.999
12124,0.419
12125,1
12126,0.883
12127,0.981
12128,0.998
12129,1
12130,0.999
12131,1
12132,0.998
12133,1
12134,0.995
12135,1
12136,0.983
12137,1
12138,0.999
12139,1
12140,0.998
12141,0.93
12142,0.999
12143,1
12144,0.997
12145,0.911
12146,1
12147,1
12148,0.99
12149,0.999
12150,0.999
12151,0.998
12152,0.752
12153,1
12154,0.544
12155,1
12156,1
12157,0.999
12158,0.992
12159,0.634
12160,1
12161,0.999
12162,1
12163,0.642
12164,1
12165,0.994
12166,1
12167,1
12168,1
12169,1
12170,0.893
12171,0.933
12172,1
12173,1
12174,1
12175,0.986
12176,1
12177,0.961
12178,0.999
12179,0.993
12180,1
12181,0.994
12182,1
12183,0.973
12184,0.998
12185,0.966
12186,0.998
12187,1
12188,0.328
12189,1
12190,1
12191,0.969
12192,1
12193,0.98
12194,0.995
12195,0.88
12196,0.685
12197,0.996
12198,1
12199,1
12200,0.684
12201,0.997
12202,0.994
12203,1
12204,0.087
12205,1
12206,0.949
12207,0.999
12208,1
12209,1
12210,0.945
12211,1
12212,1
12213,0.999
12214,1
12215,0.994
12216,1
12217,1
12218,0.999
12219,1
12220,1
12221,0.795
12222,0.988
12223,1
12224,1
12225,0.964
12226,0.853
12227,1
12228,1
12229,0.282
12230,0.839
12231,1
12232,0.999
12233,0.073
12234,1
12235,1
12236,1
12237,0.882
12238,1
12239,0.341
12240,0.988
12241,1
12242,0.999
12243,1
12244,1
12245,0.998
12246,0.997
12247,1
12248,1
12249,0.996
12250,0.836
12251,1
12252,0.827
12253,0.973
12254,1
12255,0.997
12256,0.998
12257,1
12258,0.999
12259,1
12260,0.993
12261,0.999
12262,0.644
12263,0.331
12264,1
12265,1
12266,0.945
12267,1
12268,1
12269,1
12270,1
12271,1
12272,1
12273,0.988
12274,1
12275,1
12276,0.999
12277,0.89
12278,1
12279,1
12280,1
12281,1
12282,0.998
12283,1
12284,0.994
12285,0.823
12286,1
12287,0.952
12288,1
12289,1
12290,1
12291,1
12292,1
12293,1
12294,0.999
12295,0.711
12296,0.998
12297,0.995
12298,1
12299,0.994
12300,1
12301,0.995
12302,1
12303,0.943
12304,0.997
12305,1
12306,0.998
12307,1
12308,1
12309,1
12310,0.997
12311,0.999
12312,0.967
12313,0.998
12314,0.908
12315,1
12316,0.975
12317,1
12318,1
12319,0.966
12320,1
12321,0.999
12322,0.993
12323,0.965
12324,1
12325,1
12326,0.951
12327,0.997
12328,0.998
12329,0.999
12330,1
12331,0.998
12332,1
12333,1
12334,0.35
12335,1
12336,0.993
12337,1
12338,0.997
12339,1
12340,1
12341,0.783
12342,1
12343,0.985
12344,0.999
12345,1
12346,1
12347,1
12348,1
12349,1
12350,1
12351,1
12352,1
12353,1
12354,1
12355,0.999
12356,1
12357,0.999
12358,0.767
12359,0.984
12360,1
12361,0.993
12362,1
12363,0.999
12364,1
12365,0.997
12366,1
12367,0.76
12368,0.969
12369,0.999
12370,1
12371,1
12372,1
12373,1
12374,0.747
12375,1
12376,0.999
12377,1
12378,1
12379,1
12380,1
12381,1
12382,0.999
12383,0.906
12384,1
12385,0.997
12386,1
12387,1
12388,1
12389,0.999
12390,0.998
12391,1
12392,1
12393,1
12394,0.991
12395,0.877
12396,1
12397,0.999
12398,0.975
12399,0.933
12400,1
12401,0.979
12402,1
12403,1
12404,0.999
12405,1
12406,0.952
12407,1
12408,0.127
12409,1
12410,0.952
12411,0.999
12412,0.999
12413,1
12414,0.924
12415,0.994
12416,0.971
12417,0.98
12418,1
12419,0.957
12420,0.236
12421,0.556
12422,1
12423,1
12424,1
12425,0.873
12426,0.613
12427,1
12428,0.964
12429,1
12430,0.241
12431,0.96
12432,1
12433,1
12434,0.986
12435,0.474
12436,0.219
12437,1
12438,1
12439,1
12440,0.765
12441,1
12442,1
12443,0.998
12444,0.946
12445,1
12446,1
12447,1
12448,1
12449,0.964
12450,0.747
12451,0.708
12452,1
12453,0.996
12454,1
12455,1
12456,0.984
12457,0.999
12458,1
12459,1
12460,1
12461,1
12462,1
12463,0.998
12464,1
12465,1
12466,0.995
12467,0.982
12468,1
12469,1
12470,1
12471,0.484
12472,1
12473,1
12474,0.997
12475,1
12476,0.999
12477,0.761
12478,1
12479,0.999
12480,0.657
12481,1
12482,0.996
12483,0.99
12484,0.997
12485,0.973
12486,1
12487,1
12488,1
12489,1
12490,0.998
12491,1
12492,1
12493,1
12494,0.999
12495,1
12496,1
12497,0.989
12498,1
12499,0.98
12500,0.995
12501,0.998
12502,0.997
12503,0.999
12504,0.997
12505,0.971
12506,0.417
12507,1
12508,1
12509,0.95
12510,1
12511,0.999
12512,0.092
12513,0.997
12514,0.994
12515,1
12516,1
12517,1
12518,1
12519,0.991
12520,1
12521,1
12522,0.774
12523,1
12524,0.998
12525,1
12526,1
12527,0.999
12528,0.589
12529,0.995
12530,1
12531,0.804
12532,1
12533,1
12534,1
12535,1
12536,0.963
12537,0.996
12538,1
12539,0.991
12540,0.974
12541,1
12542,1
12543,0.984
12544,1
12545,0.937
12546,0.942
12547,1
12548,0.995
12549,0.655
12550,0.999
12551,1
12552,1
12553,1
12554,1
12555,1
12556,1
12557,1
12558,0.999
12559,1
12560,1
12561,1
12562,1
12563,1
12564,0.999
12565,0.999
12566,0.175
12567,1
12568,1
12569,1
12570,1
12571,0.988
12572,0.998
12573,0.653
12574,0.999
12575,1
12576,0.895
12577,0.966
12578,1
12579,1
12580,1
12581,1
12582,1
12583,1
12584,1
12585,1
12586,0.998
12587,0.999
12588,1
12589,0.966
12590,1
12591,1
12592,1
12593,1
12594,1
12595,1
12596,0.637
12597,1
12598,1
12599,0.97
12600,1
12601,1
12602,0.974
12603,1
12604,0.997
12605,0.974
12606,0.995
12607,0.845
12608,0.966
12609,0.82
12610,0.994
12611,0.993
12612,1
12613,0.993
12614,0.998
12615,0.998
12616,1
12617,0.998
12618,1
12619,1
12620,0.974
12621,1
12622,0.981
12623,0.995
12624,1
12625,1
12626,1
12627,1
12628,0.99
12629,0.804
12630,1
12631,1
12632,1
12633,0.997
12634,0.996
12635,1
12636,0.329
12637,0.994
12638,0.999
12639,0.997
12640,1
12641,0.999
12642,0.999
12643,0.985
12644,1
12645,1
12646,0.993
12647,0.936
12648,0.999
12649,1
12650,0.999
12651,1
12652,0.358
12653,1
12654,1
12655,1
12656,1
12657,1
12658,1
12659,1
12660,1
12661,0.887
12662,0.91
12663,0.984
12664,1
12665,1
12666,0.113
12667,1
12668,1
12669,1
12670,1
12671,0.988
12672,1
12673,1
12674,1
12675,0.842
12676,0.999
12677,1
12678,0.448
12679,1
12680,0.983
12681,1
12682,0.996
12683,0.996
12684,0.99
12685,0.932
12686,1
12687,1
12688,1
12689,1
12690,1
12691,0.999
12692,0.968
12693,0.846
12694,0.446
12695,0.996
12696,1
12697,0.995
12698,1
12699,1
12700,1
12701,1
12702,0.999
12703,1
12704,0.997
12705,0.997
12706,1
12707,1
12708,0.999
12709,0.999
12710,0.974
12711,1
12712,1
12713,1
12714,1
12715,1
12716,0.999
12717,1
12718,0.989
12719,1
12720,1
12721,1
12722,1
12723,1
12724,1
12725,0.995
12726,1
12727,0.999
12728,0.999
12729,1
12730,0.98
12731,0.994
12732,0.999
12733,1
12734,0.347
12735,0.981
12736,0.999
12737,0.999
12738,0.998
12739,0.973
12740,0.977
12741,0.865
12742,1
12743,0.998
12744,1
12745,0.995
12746,0.999
12747,1
12748,1
12749,1
12750,0.998
12751,1
12752,1
12753,0.952
12754,1
12755,1
12756,1
12757,0.998
12758,0.751
12759,0.993
12760,0.763
12761,0.992
12762,1
12763,0.873
12764,0.997
12765,0.898
12766,1
12767,1
12768,0.953
12769,0.989
12770,0.971
12771,0.785
12772,0.973
12773,1
12774,0.998
12775,1
12776,0.999
12777,0.998
12778,1
12779,1
12780,1
12781,0.427
12782,1
12783,0.986
12784,0.997
12785,1
12786,0.996
12787,1
12788,0.538
12789,0.976
12790,1
12791,1
12792,1
12793,0.966
12794,1
12795,0.999
12796,1
12797,1
12798,0.993
12799,0.999
12800,1
12801,1
12802,1
12803,0.995
12804,1
12805,1
12806,1
12807,1
12808,0.997
12809,0.999
12810,0.999
12811,0.788
12812,0.999
12813,0.999
12814,0.999
12815,0.98
12816,0.974
12817,1
12818,0.98
12819,0.956
12820,1
12821,1
12822,0.999
12823,0.998
12824,1
12825,1
12826,0.965
12827,1
12828,0.999
12829,1
12830,0.998
12831,1
12832,1
12833,0.995
12834,0.954
12835,0.997
12836,1
12837,1
12838,1
12839,0.999
12840,1
12841,0.999
12842,0.175
12843,0.986
12844,0.999
12845,1
12846,1
12847,0.998
12848,1
12849,1
12850,1
12851,0.991
12852,1
12853,1
12854,1
12855,1
12856,1
12857,1
12858,0.17
12859,1
12860,0.287
12861,1
12862,0.784
12863,0.997
12864,0.513
12865,1
12866,1
12867,0.999
12868,0.999
12869,1
12870,0.999
12871,0.997
12872,1
12873,1
12874,1
12875,0.986
12876,0.304
12877,0.999
12878,1
12879,0.667
12880,1
12881,1
12882,0.913
12883,0.986
12884,1
12885,0.997
12886,1
12887,1
12888,1
12889,1
12890,0.996
12891,1
12892,1
12893,0.999
12894,1
12895,0.96
12896,1
12897,0.999
12898,0.999
12899,0.999
12900,1
12901,1
12902,1
12903,1
12904,0.973
12905,1
12906,1
12907,1
12908,0.824
12909,1
12910,0.14
12911,1
12912,1
